Frame,TopLeftCornerX,TopLeftCornerY,Length,Height
3315,31.5,67.5,49,29
3315,40.5,33.5,48,34
3315,103.5,30.5,33,22
3315,248.5,0.5,79,31
3319,42.5,235.5,28,23
3319,93.5,177.5,52,36
3319,649.5,205.5,71,80
3322,62.5,453.5,58,27
3322,74.5,218.5,46,37
3322,144.5,207.5,32,44
3322,291.5,185.5,32,29
3322,338.5,166.5,58,47
3322,447.5,182.5,25,23
3322,563.5,168.5,29,23
3323,128.5,290.5,31,26
3323,627.5,364.5,93,116
3325,0.5,348.5,82,37
3325,85.5,196.5,40,37
3325,89.5,338.5,59,41
3325,147.5,122.5,59,54
3325,148.5,316.5,53,38
3325,253.5,192.5,65,54
3325,309.5,72.5,64,31
3325,396.5,46.5,27,22
3326,10.5,136.5,49,44
3326,195.5,136.5,40,21
3327,0.5,366.5,66,74
3327,57.5,318.5,33,50
3327,114.5,281.5,25,23
3327,184.5,254.5,53,72
3327,384.5,40.5,78,40
3327,461.5,0.5,44,38
3327,529.5,17.5,191,187
3329,239.5,138.5,32,34
3329,316.5,115.5,31,32
3330,297.5,213.5,65,30
3331,0.5,154.5,43,35
3331,481.5,86.5,117,39
3331,614.5,115.5,41,25
3331,646.5,150.5,73,75
3331,690.5,131.5,30,26
3332,228.5,65.5,46,29
3333,150.5,160.5,78,70
3333,498.5,173.5,73,73
3333,622.5,197.5,38,32
3334,13.5,217.5,68,49
3334,166.5,235.5,33,28
3334,421.5,270.5,55,25
3334,460.5,336.5,78,31
3336,75.5,182.5,113,117
3336,350.5,139.5,57,39
3336,365.5,163.5,75,26
3336,442.5,123.5,54,26
3336,624.5,66.5,31,26
3337,18.5,72.5,97,58
3337,109.5,77.5,40,24
3337,240.5,102.5,70,43
3337,259.5,73.5,25,33
3338,0.5,225.5,96,39
3338,367.5,242.5,23,24
3338,461.5,390.5,54,27
3338,504.5,272.5,86,64
3338,656.5,205.5,39,26
3339,359.5,118.5,54,50
3339,636.5,217.5,36,33
3341,0.5,204.5,431,276
3341,28.5,19.5,68,69
3341,169.5,42.5,53,27
3341,217.5,48.5,70,43
3341,263.5,39.5,34,28
3341,301.5,43.5,65,45
3341,367.5,41.5,47,39
3341,409.5,49.5,44,34
3341,472.5,72.5,63,44
3342,590.5,184.5,129,32
3343,106.5,135.5,37,28
3343,124.5,115.5,67,24
3343,349.5,43.5,31,27
3343,667.5,31.5,53,40
3344,690.5,157.5,21,25
3345,0.5,304.5,59,72
3346,259.5,59.5,47,32
3347,0.5,187.5,33,23
3348,563.5,119.5,53,50
3349,189.5,0.5,177,148
3349,636.5,131.5,69,46
3351,399.5,249.5,72,28
3351,425.5,264.5,69,28
3351,535.5,194.5,42,27
3351,659.5,134.5,55,50
3352,337.5,191.5,30,28
3353,0.5,365.5,269,115
3353,507.5,232.5,95,69
3353,642.5,207.5,78,55
3354,341.5,23.5,70,24
3355,463.5,132.5,162,71
3356,625.5,162.5,34,21
3358,41.5,57.5,46,30
3358,394.5,97.5,31,24
3360,7.5,142.5,59,41
3364,504.5,55.5,22,27
3366,603.5,20.5,28,28
3367,496.5,226.5,130,110
3370,496.5,0.5,131,28
3371,208.5,358.5,23,24
3371,229.5,350.5,46,36
3371,461.5,139.5,62,94
3371,491.5,76.5,71,94
3373,231.5,290.5,216,85
3375,111.5,253.5,36,25
3377,0.5,88.5,46,22
3377,47.5,89.5,35,30
3377,63.5,216.5,61,22
3377,660.5,313.5,60,33
3378,36.5,2.5,73,37
3378,122.5,16.5,39,35
3378,200.5,34.5,43,43
3378,368.5,132.5,68,48
3378,459.5,182.5,50,31
3379,545.5,283.5,99,52
3380,19.5,342.5,44,31
3380,84.5,322.5,95,50
3380,88.5,413.5,220,67
3380,96.5,298.5,43,41
3380,132.5,278.5,37,31
3380,224.5,249.5,50,38
3381,0.5,201.5,184,76
3383,131.5,161.5,101,70
3384,447.5,220.5,54,23
3384,486.5,201.5,26,30
3384,547.5,219.5,37,29
3387,501.5,299.5,95,66
3388,0.5,311.5,129,169
3388,226.5,273.5,181,87
3388,460.5,243.5,77,33
3388,526.5,212.5,63,46
3390,295.5,124.5,24,21
3391,171.5,185.5,73,43
3391,270.5,224.5,29,22
3391,300.5,242.5,46,21
3392,28.5,393.5,100,87
3392,157.5,313.5,72,80
3392,192.5,243.5,149,119
3392,361.5,79.5,312,171
3392,626.5,0.5,94,75
3393,419.5,81.5,46,46
3393,472.5,134.5,23,22
3393,481.5,207.5,205,253
3393,576.5,211.5,48,61
3393,615.5,246.5,28,25
3395,102.5,185.5,53,31
3395,142.5,56.5,147,134
3395,313.5,25.5,103,81
3395,418.5,0.5,102,69
3395,516.5,36.5,39,45
3395,554.5,2.5,46,29
3396,0.5,203.5,68,53
3396,243.5,191.5,37,22
3396,580.5,198.5,44,31
3397,78.5,119.5,140,109
3397,660.5,1.5,44,28
3398,555.5,182.5,54,40
3398,643.5,184.5,77,72
3399,0.5,187.5,100,98
3399,81.5,121.5,65,48
3399,162.5,149.5,32,24
3399,189.5,141.5,33,33
3399,278.5,142.5,41,31
3399,317.5,156.5,42,32
3399,362.5,152.5,135,74
3399,484.5,176.5,68,76
3399,539.5,195.5,52,31
3399,582.5,237.5,61,28
3399,631.5,211.5,37,24
3399,683.5,228.5,37,47
3400,51.5,15.5,259,230
3400,367.5,253.5,44,39
3400,619.5,288.5,53,27
3400,655.5,268.5,40,23
3400,669.5,446.5,51,34
3401,0.5,210.5,37,23
3401,0.5,288.5,39,39
3404,325.5,188.5,30,29
3406,538.5,166.5,30,25
3410,273.5,192.5,35,25
3410,375.5,181.5,30,31
3410,647.5,173.5,36,30
3411,59.5,112.5,117,30
3411,275.5,69.5,35,21
3412,516.5,85.5,104,30
3414,238.5,191.5,86,26
3414,387.5,229.5,56,24
3414,539.5,273.5,37,22
3414,689.5,355.5,27,25
3415,464.5,103.5,32,24
3415,534.5,89.5,42,34
3419,32.5,357.5,47,25
3419,43.5,339.5,122,53
3420,327.5,142.5,41,34
3420,466.5,164.5,36,25
3420,503.5,164.5,31,29
3420,537.5,193.5,77,41
3420,599.5,177.5,29,26
3423,163.5,433.5,48,47
3423,302.5,397.5,93,55
3423,523.5,437.5,88,43
3425,10.5,417.5,181,63
3425,192.5,405.5,209,75
3425,362.5,185.5,95,67
3425,472.5,201.5,58,30
3426,457.5,260.5,74,33
3426,651.5,278.5,69,30
3429,263.5,0.5,50,28
3429,356.5,0.5,93,79
3429,397.5,230.5,118,37
3429,449.5,274.5,41,23
3429,462.5,83.5,53,46
3429,485.5,344.5,235,136
3429,486.5,213.5,69,46
3429,489.5,0.5,231,356
3430,33.5,292.5,88,22
3430,44.5,218.5,34,21
3430,121.5,202.5,34,31
3430,336.5,212.5,108,24
3435,31.5,157.5,39,30
3435,110.5,181.5,36,41
3435,182.5,225.5,30,27
3435,245.5,260.5,21,24
3435,444.5,391.5,80,36
3435,521.5,435.5,39,25
3437,26.5,122.5,27,26
3437,86.5,117.5,35,37
3437,517.5,85.5,74,21
3438,599.5,84.5,55,43
3439,0.5,33.5,30,24
3439,429.5,95.5,47,52
3439,476.5,163.5,33,25
3439,652.5,260.5,60,50
3439,675.5,354.5,45,27
3439,680.5,227.5,40,61
3440,327.5,211.5,58,27
3440,373.5,195.5,45,23
3440,484.5,203.5,39,31
3440,615.5,199.5,64,23
3443,623.5,217.5,29,22
3444,600.5,133.5,43,32
3445,629.5,105.5,66,64
3447,83.5,94.5,29,28
3447,98.5,110.5,37,33
3448,381.5,41.5,32,21
3448,386.5,76.5,119,45
3448,543.5,0.5,177,90
3450,283.5,19.5,32,29
3450,459.5,36.5,41,23
3451,596.5,240.5,45,23
3451,640.5,310.5,80,57
3452,164.5,293.5,37,21
3453,481.5,178.5,81,32
3454,94.5,117.5,53,43
3455,32.5,238.5,80,61
3455,70.5,203.5,36,25
3455,140.5,197.5,80,75
3455,297.5,168.5,199,153
3456,635.5,260.5,30,33
3457,291.5,77.5,48,27
3457,335.5,63.5,35,30
3458,33.5,379.5,67,49
3458,98.5,378.5,63,24
3458,107.5,341.5,36,25
3458,304.5,264.5,123,85
3462,551.5,288.5,82,40
3463,38.5,239.5,51,41
3463,146.5,346.5,201,128
3463,519.5,258.5,26,21
3463,630.5,250.5,23,21
3467,320.5,183.5,37,32
3467,636.5,191.5,60,31
3468,486.5,0.5,234,480
3469,147.5,92.5,43,41
3469,164.5,107.5,81,44
3469,272.5,128.5,31,32
3469,351.5,147.5,64,36
3469,515.5,195.5,47,22
3469,644.5,245.5,40,28
3471,115.5,224.5,24,28
3471,319.5,259.5,69,25
3472,52.5,113.5,92,29
3474,439.5,143.5,31,21
3474,462.5,159.5,82,43
3474,633.5,287.5,54,22
3475,513.5,153.5,60,21
3475,635.5,163.5,85,91
3477,406.5,264.5,44,25
3477,431.5,282.5,90,36
3477,460.5,245.5,27,30
3477,488.5,238.5,45,41
3478,296.5,311.5,129,44
3478,423.5,319.5,95,36
3480,165.5,152.5,48,47
3480,236.5,175.5,48,32
3480,517.5,214.5,47,37
3480,624.5,248.5,51,25
3482,585.5,123.5,62,34
3483,136.5,305.5,256,90
3485,82.5,103.5,127,58
3485,156.5,71.5,54,51
3485,211.5,40.5,114,93
3485,318.5,84.5,88,57
3485,480.5,197.5,74,27
3485,491.5,123.5,83,70
3485,555.5,208.5,107,42
3485,576.5,150.5,81,65
3486,110.5,310.5,35,21
3486,265.5,195.5,33,34
3486,389.5,142.5,92,106
3486,439.5,250.5,146,34
3486,509.5,164.5,48,50
3486,543.5,156.5,22,22
3486,593.5,157.5,33,28
3486,636.5,157.5,51,29
3487,231.5,130.5,76,37
3487,501.5,228.5,106,78
3487,524.5,149.5,53,57
3487,550.5,219.5,30,31
3487,590.5,256.5,87,58
3488,39.5,163.5,38,26
3488,62.5,171.5,40,26
3488,167.5,150.5,34,23
3488,208.5,142.5,83,39
3488,384.5,152.5,65,24
3488,462.5,153.5,45,27
3488,559.5,153.5,47,34
3489,544.5,94.5,31,28
3491,506.5,352.5,30,21
3491,570.5,364.5,46,39
3497,84.5,188.5,86,25
3497,141.5,172.5,59,34
3497,194.5,206.5,91,61
3497,523.5,168.5,197,312
3498,46.5,295.5,71,71
3498,414.5,361.5,43,27
3499,230.5,156.5,205,82
3500,197.5,14.5,83,68
3500,420.5,123.5,24,21
3500,421.5,91.5,34,31
3500,514.5,153.5,115,98
3500,551.5,48.5,124,114
3500,608.5,190.5,112,88
3500,674.5,145.5,42,26
3503,572.5,162.5,24,23
3505,0.5,70.5,32,27
3505,31.5,51.5,62,52
3506,577.5,184.5,133,101
3506,602.5,86.5,48,23
3507,0.5,246.5,59,102
3507,29.5,154.5,35,42
3507,71.5,92.5,31,28
3507,146.5,44.5,55,69
3507,207.5,44.5,35,34
3507,284.5,3.5,31,23
3508,427.5,282.5,36,26
3509,88.5,45.5,40,23
3509,129.5,14.5,61,52
3509,196.5,0.5,44,30
3509,386.5,43.5,334,437
3511,495.5,198.5,46,38
3514,38.5,399.5,47,30
3514,291.5,220.5,43,36
3515,0.5,239.5,43,48
3515,59.5,194.5,21,22
3515,248.5,191.5,82,45
3515,579.5,214.5,94,27
3518,438.5,149.5,51,45
3518,515.5,139.5,32,25
3518,556.5,114.5,44,42
3519,22.5,243.5,120,23
3519,160.5,195.5,83,28
3519,395.5,242.5,192,139
3521,118.5,246.5,50,26
3521,140.5,206.5,26,24
3521,156.5,237.5,56,62
3521,206.5,175.5,36,32
3521,327.5,138.5,42,40
3521,428.5,105.5,39,23
3521,456.5,73.5,47,41
3521,508.5,93.5,39,31
3521,557.5,22.5,36,34
3521,596.5,8.5,61,60
3522,12.5,185.5,68,26
3522,121.5,162.5,25,27
3522,185.5,175.5,130,62
3522,342.5,184.5,22,25
3522,364.5,188.5,109,45
3522,511.5,210.5,58,41
3523,377.5,111.5,49,32
3523,576.5,149.5,47,60
3525,132.5,288.5,63,40
3525,291.5,276.5,24,21
3525,435.5,274.5,55,42
3525,526.5,298.5,45,32
3525,537.5,346.5,160,134
3525,664.5,337.5,45,23
3525,675.5,388.5,45,28
3528,104.5,1.5,62,25
3530,0.5,200.5,31,24
3530,94.5,158.5,61,32
3530,149.5,141.5,66,47
3530,212.5,150.5,62,33
3530,285.5,142.5,67,32
3530,318.5,182.5,69,31
3530,353.5,93.5,114,104
3530,450.5,89.5,170,132
3530,636.5,84.5,36,40
3530,657.5,146.5,63,21
3531,261.5,96.5,26,23
3532,0.5,334.5,22,34
3532,34.5,332.5,59,71
3532,48.5,304.5,29,21
3532,236.5,175.5,38,25
3532,345.5,109.5,63,42
3533,0.5,163.5,29,42
3533,1.5,201.5,56,33
3533,193.5,80.5,74,50
3533,316.5,61.5,37,30
3533,512.5,0.5,74,78
3533,637.5,74.5,63,21
3533,697.5,70.5,23,70
3534,642.5,104.5,78,30
3535,311.5,92.5,27,21
3537,0.5,262.5,120,35
3537,84.5,172.5,45,22
3537,343.5,141.5,28,27
3538,195.5,49.5,45,30
3538,252.5,61.5,35,26
3538,294.5,70.5,36,22
3538,368.5,83.5,48,41
3538,399.5,151.5,81,21
3538,471.5,100.5,77,46
3538,536.5,105.5,60,68
3538,605.5,189.5,28,30
3539,253.5,57.5,39,23
3539,363.5,69.5,64,28
3541,358.5,234.5,47,25
3545,83.5,151.5,33,25
3545,223.5,213.5,181,55
3545,540.5,162.5,25,26
3545,621.5,181.5,47,40
3546,21.5,30.5,29,33
3546,403.5,31.5,120,40
3547,659.5,120.5,39,43
3548,32.5,66.5,41,38
3549,0.5,299.5,45,68
3549,3.5,242.5,58,36
3549,341.5,389.5,214,91
3549,423.5,163.5,72,28
3549,456.5,317.5,160,162
3549,486.5,322.5,26,31
3549,496.5,5.5,224,308
3549,604.5,307.5,116,173
3550,364.5,123.5,26,21
3550,430.5,156.5,89,89
3550,541.5,221.5,23,26
3550,657.5,308.5,39,24
3550,694.5,302.5,26,21
3552,431.5,210.5,23,22
3554,391.5,149.5,59,53
3554,478.5,190.5,63,27
3554,496.5,218.5,80,73
3554,567.5,215.5,41,48
3554,638.5,358.5,82,75
3554,668.5,296.5,41,35
3555,21.5,143.5,79,31
3555,203.5,83.5,45,27
3557,370.5,126.5,94,33
3557,482.5,64.5,29,27
3557,511.5,54.5,70,53
3559,59.5,214.5,92,67
3559,310.5,185.5,48,47
3559,402.5,189.5,81,81
3559,690.5,154.5,30,39
3560,298.5,72.5,22,24
3560,328.5,89.5,27,24
3560,358.5,98.5,57,41
3560,446.5,117.5,35,23
3560,458.5,156.5,66,24
3560,576.5,174.5,68,41
3561,199.5,116.5,34,27
3561,248.5,130.5,55,36
3561,345.5,135.5,28,22
3564,13.5,3.5,49,22
3564,291.5,164.5,89,30
3564,446.5,115.5,22,21
3569,73.5,358.5,49,52
3569,127.5,162.5,227,264
3569,415.5,77.5,67,66
3569,487.5,90.5,34,34
3569,619.5,111.5,101,55
3570,0.5,120.5,93,78
3570,0.5,226.5,37,85
3571,0.5,230.5,189,80
3572,0.5,0.5,118,124
3572,121.5,7.5,168,53
3572,145.5,0.5,35,21
3573,272.5,230.5,26,23
3574,693.5,321.5,27,38
3578,35.5,246.5,108,46
3578,122.5,181.5,65,39
3578,310.5,160.5,84,51
3578,383.5,197.5,122,99
3578,412.5,144.5,50,40
3578,511.5,203.5,33,21
3580,0.5,162.5,84,39
3581,232.5,200.5,205,54
3581,447.5,137.5,58,50
3581,664.5,132.5,41,31
3582,39.5,64.5,32,23
3582,127.5,216.5,114,72
3582,158.5,93.5,104,108
3582,226.5,222.5,59,36
3582,280.5,173.5,72,56
3582,311.5,229.5,82,46
3582,375.5,227.5,41,35
3582,466.5,320.5,97,76
3583,334.5,37.5,62,61
3584,674.5,434.5,28,24
3585,7.5,53.5,49,24
3585,132.5,0.5,44,25
3586,0.5,393.5,39,37
3586,353.5,151.5,29,32
3586,537.5,102.5,36,28
3587,99.5,133.5,46,26
3587,310.5,125.5,49,26
3587,652.5,200.5,68,43
3589,26.5,291.5,293,189
3589,609.5,203.5,83,34
3591,341.5,15.5,65,57
3591,405.5,11.5,37,42
3592,180.5,239.5,74,33
3594,159.5,132.5,41,26
3596,32.5,253.5,86,36
3596,245.5,174.5,21,21
3596,282.5,187.5,81,57
3596,363.5,184.5,123,61
3596,582.5,235.5,123,97
3597,10.5,170.5,42,21
3597,53.5,168.5,40,28
3597,259.5,290.5,113,48
3597,370.5,303.5,73,24
3598,44.5,335.5,281,145
3598,147.5,246.5,51,47
3601,326.5,175.5,228,247
3601,473.5,148.5,130,35
3601,628.5,133.5,61,58
3603,479.5,67.5,69,37
3604,298.5,118.5,158,32
3605,627.5,206.5,60,56
3607,12.5,57.5,95,46
3607,20.5,0.5,98,71
3607,324.5,222.5,122,92
3607,527.5,279.5,61,41
3608,485.5,215.5,46,27
3612,51.5,268.5,61,51
3612,107.5,323.5,101,112
3612,167.5,178.5,36,49
3612,207.5,183.5,38,31
3612,236.5,145.5,37,28
3613,381.5,197.5,51,44
3614,89.5,0.5,191,130
3614,377.5,32.5,135,84
3614,565.5,88.5,100,27
3615,423.5,167.5,33,21
3618,516.5,287.5,65,30
3618,651.5,252.5,33,32
3620,673.5,152.5,47,26
3621,12.5,245.5,67,74
3621,241.5,224.5,27,21
3621,282.5,206.5,39,33
3621,318.5,154.5,105,86
3621,433.5,180.5,147,73
3621,459.5,165.5,27,26
3621,486.5,161.5,29,21
3621,578.5,133.5,54,69
3622,275.5,181.5,38,35
3622,419.5,240.5,114,32
3622,477.5,173.5,38,45
3622,583.5,153.5,104,77
3623,0.5,117.5,115,138
3623,0.5,195.5,34,86
3623,121.5,108.5,31,45
3623,166.5,105.5,146,74
3623,170.5,77.5,77,46
3623,247.5,74.5,55,23
3623,294.5,49.5,79,59
3623,533.5,0.5,121,64
3625,453.5,20.5,35,22
3625,586.5,18.5,63,45
3626,334.5,53.5,80,36
3626,383.5,88.5,94,38
3627,0.5,0.5,33,28
3627,34.5,0.5,98,29
3627,441.5,0.5,70,40
3627,565.5,58.5,35,35
3627,642.5,446.5,73,34
3627,651.5,127.5,32,24
3627,694.5,172.5,23,23
3628,454.5,331.5,24,22
3628,662.5,254.5,26,21
3630,604.5,205.5,36,29
3631,377.5,252.5,73,22
3632,189.5,421.5,125,51
3632,220.5,380.5,50,29
3632,247.5,349.5,48,24
3632,434.5,330.5,58,33
3632,448.5,337.5,163,60
3632,473.5,271.5,28,28
3632,491.5,274.5,33,25
3632,504.5,245.5,36,29
3632,559.5,292.5,44,29
3632,589.5,175.5,32,26
3632,602.5,232.5,25,22
3632,603.5,238.5,30,26
3632,660.5,152.5,24,22
3634,0.5,260.5,185,220
3634,101.5,147.5,39,30
3634,186.5,391.5,244,89
3634,222.5,194.5,35,21
3634,495.5,290.5,67,26
3637,647.5,144.5,69,24
3638,401.5,129.5,32,30
3638,424.5,214.5,73,23
3638,621.5,220.5,76,22
3639,88.5,160.5,37,37
3641,0.5,0.5,93,84
3641,366.5,100.5,80,36
3642,259.5,226.5,22,21
3642,448.5,168.5,75,30
3642,696.5,5.5,24,45
3643,432.5,112.5,27,25
3644,94.5,107.5,21,26
3644,620.5,135.5,27,25
3645,452.5,236.5,140,97
3645,536.5,258.5,135,106
3645,666.5,249.5,54,49
3646,0.5,354.5,34,26
3646,40.5,235.5,65,31
3647,395.5,47.5,75,79
3647,530.5,183.5,55,51
3648,494.5,234.5,226,138
3648,579.5,34.5,46,26
3648,604.5,63.5,51,28
3648,642.5,131.5,78,50
3648,678.5,45.5,42,28
3649,387.5,292.5,34,26
3650,652.5,203.5,33,28
3652,96.5,263.5,59,39
3652,115.5,204.5,53,43
3652,154.5,206.5,24,23
3652,156.5,236.5,119,85
3652,300.5,281.5,144,67
3652,515.5,295.5,31,21
3652,548.5,292.5,30,30
3652,565.5,316.5,57,27
3654,82.5,60.5,22,29
3654,426.5,164.5,105,50
3656,481.5,182.5,23,26
3657,579.5,245.5,63,64
3657,664.5,262.5,25,22
3660,295.5,1.5,85,80
3660,356.5,58.5,75,68
3660,447.5,105.5,87,77
3660,552.5,155.5,39,53
3660,585.5,202.5,53,50
3660,592.5,184.5,33,33
3661,216.5,102.5,31,31
3662,19.5,177.5,38,30
3662,45.5,161.5,134,62
3662,49.5,148.5,36,30
3662,144.5,117.5,44,35
3663,112.5,96.5,43,40
3663,498.5,368.5,43,22
3663,614.5,238.5,84,59
3666,0.5,416.5,70,37
3669,457.5,95.5,52,61
3669,568.5,342.5,152,138
3669,630.5,175.5,90,77
3670,212.5,0.5,26,27
3670,594.5,380.5,76,89
3672,48.5,68.5,70,63
3672,87.5,50.5,31,23
3672,126.5,42.5,91,60
3672,257.5,76.5,106,23
3672,367.5,74.5,119,24
3672,395.5,4.5,35,30
3672,469.5,19.5,32,31
3672,537.5,34.5,75,47
3675,394.5,447.5,117,33
3677,214.5,311.5,171,67
3678,123.5,181.5,88,30
3679,0.5,153.5,96,56
3679,7.5,102.5,58,52
3679,114.5,165.5,86,24
3679,119.5,100.5,53,39
3679,179.5,107.5,38,35
3679,266.5,125.5,69,50
3679,347.5,184.5,51,21
3679,361.5,146.5,151,122
3679,533.5,211.5,31,21
3680,0.5,307.5,146,170
3680,145.5,83.5,61,48
3680,163.5,130.5,69,43
3680,216.5,79.5,43,30
3680,292.5,38.5,34,36
3680,433.5,25.5,59,38
3680,542.5,0.5,63,23
3680,579.5,3.5,115,31
3681,531.5,167.5,94,44
3682,18.5,223.5,24,25
3686,560.5,132.5,22,22
3687,628.5,158.5,72,56
3688,250.5,200.5,353,121
3690,148.5,65.5,87,85
3690,269.5,199.5,30,39
3690,273.5,174.5,35,43
3690,294.5,222.5,48,53
3690,307.5,210.5,61,48
3692,139.5,191.5,60,46
3692,195.5,246.5,66,27
3695,0.5,301.5,24,28
3695,11.5,341.5,79,57
3696,0.5,324.5,341,156
3697,326.5,127.5,83,43
3697,346.5,15.5,112,73
3697,466.5,63.5,38,35
3698,109.5,201.5,22,25
3698,124.5,211.5,48,32
3701,263.5,365.5,156,70
3701,442.5,209.5,52,24
3701,478.5,351.5,242,129
3701,533.5,173.5,94,63
3701,627.5,184.5,62,32
3703,87.5,183.5,99,26
3703,325.5,198.5,58,69
3703,532.5,307.5,74,33
3704,441.5,0.5,55,49
3704,539.5,45.5,27,24
3704,611.5,88.5,75,61
3704,625.5,145.5,93,46
3707,375.5,0.5,175,114
3707,500.5,0.5,122,94
3708,0.5,118.5,56,87
3708,57.5,118.5,77,61
3708,462.5,70.5,43,25
3708,537.5,127.5,124,21
3710,445.5,119.5,33,21
3710,464.5,181.5,79,31
3710,522.5,125.5,53,46
3711,50.5,196.5,34,28
3711,309.5,126.5,275,176
3712,0.5,84.5,33,58
3712,75.5,14.5,123,116
3712,199.5,0.5,78,41
3712,489.5,0.5,231,183
3713,0.5,96.5,710,384
3713,450.5,18.5,40,29
3714,263.5,61.5,41,25
3715,0.5,87.5,24,28
3715,15.5,100.5,36,27
3715,70.5,99.5,57,22
3715,344.5,56.5,36,30
3716,51.5,149.5,67,22
3716,129.5,113.5,35,31
3716,529.5,50.5,28,22
3717,0.5,85.5,122,76
3717,267.5,130.5,97,57
3717,561.5,218.5,67,84
3718,60.5,211.5,22,22
3718,128.5,191.5,38,55
3718,136.5,237.5,39,26
3718,208.5,350.5,400,130
3718,223.5,208.5,43,30
3718,306.5,215.5,36,27
3718,518.5,223.5,44,39
3718,559.5,223.5,43,38
3719,169.5,350.5,66,79
3719,658.5,38.5,62,53
3721,46.5,64.5,35,27
3721,223.5,21.5,57,27
3721,653.5,0.5,67,114
3723,408.5,130.5,56,32
3723,464.5,170.5,78,43
3723,516.5,159.5,45,27
3723,612.5,195.5,24,28
3723,635.5,205.5,32,29
3723,641.5,255.5,42,28
3724,654.5,370.5,66,82
3726,98.5,343.5,30,29
3726,310.5,381.5,40,24
3727,330.5,121.5,21,21
3727,488.5,8.5,31,26
3730,0.5,121.5,63,58
3730,34.5,167.5,94,38
3730,57.5,119.5,26,33
3730,68.5,147.5,61,27
3730,124.5,152.5,160,203
3730,306.5,153.5,31,39
3730,340.5,165.5,22,28
3730,340.5,172.5,74,43
3730,392.5,190.5,68,49
3730,696.5,280.5,24,25
3731,423.5,123.5,37,32
3731,494.5,108.5,125,121
3731,654.5,86.5,66,105
3732,68.5,125.5,57,36
3732,422.5,35.5,34,33
3732,658.5,70.5,33,21
3733,432.5,122.5,75,34
3733,563.5,145.5,66,47
3733,613.5,146.5,107,188
3735,241.5,358.5,40,30
3737,334.5,146.5,45,24
3737,393.5,129.5,81,44
3738,451.5,160.5,31,25
3738,516.5,175.5,56,34
3738,628.5,200.5,23,33
3738,699.5,227.5,21,32
3739,87.5,97.5,143,49
3740,299.5,210.5,132,32
3740,549.5,125.5,31,25
3740,605.5,125.5,42,26
3741,7.5,284.5,31,32
3741,127.5,204.5,37,26
3742,381.5,30.5,92,21
3742,482.5,57.5,64,23
3742,526.5,89.5,172,51
3742,644.5,183.5,62,28
3743,0.5,7.5,40,42
3743,120.5,59.5,172,29
3743,159.5,14.5,67,48
3743,252.5,5.5,54,44
3743,305.5,44.5,61,27
3743,693.5,162.5,27,22
3747,295.5,168.5,30,26
3747,370.5,148.5,39,22
3747,516.5,76.5,106,103
3747,679.5,69.5,41,21
3750,0.5,354.5,56,126
3750,136.5,37.5,37,33
3750,178.5,42.5,46,27
3750,224.5,18.5,53,30
3750,437.5,2.5,105,87
3750,466.5,0.5,79,22
3751,0.5,0.5,124,117
3751,238.5,0.5,232,205
3751,443.5,30.5,63,25
3751,572.5,58.5,71,52
3752,140.5,48.5,108,50
3752,557.5,147.5,63,39
3752,569.5,221.5,151,223
3752,651.5,186.5,21,25
3753,365.5,258.5,48,29
3753,570.5,158.5,42,48
3753,607.5,152.5,27,25
3753,667.5,115.5,34,26
3757,357.5,39.5,37,22
3757,504.5,6.5,32,35
3759,136.5,270.5,25,27
3759,245.5,213.5,35,40
3759,347.5,155.5,47,24
3759,507.5,93.5,29,21
3759,533.5,64.5,34,29
3759,584.5,53.5,47,26
3759,646.5,25.5,46,21
3761,0.5,133.5,31,35
3761,33.5,114.5,51,45
3761,149.5,66.5,26,29
3761,392.5,78.5,60,33
3763,130.5,135.5,46,29
3763,228.5,117.5,113,34
3765,94.5,5.5,26,21
3765,121.5,0.5,34,23
3766,43.5,203.5,145,111
3766,203.5,230.5,46,40
3766,253.5,224.5,26,23
3766,265.5,236.5,58,28
3768,0.5,0.5,401,356
3768,507.5,88.5,75,71
3768,595.5,173.5,73,32
3768,625.5,141.5,49,23
3769,97.5,90.5,108,71
3769,286.5,150.5,233,90
3770,31.5,239.5,53,33
3770,142.5,182.5,96,52
3770,581.5,182.5,68,24
3770,611.5,157.5,107,39
3771,0.5,113.5,84,43
3771,0.5,335.5,123,145
3771,67.5,96.5,72,30
3771,114.5,144.5,70,24
3771,185.5,68.5,206,165
3771,627.5,120.5,62,48
3773,0.5,0.5,153,369
3773,106.5,0.5,306,187
3773,441.5,60.5,65,32
3774,692.5,167.5,28,29
3776,0.5,122.5,61,22
3776,652.5,275.5,68,50
3777,302.5,184.5,103,46
3777,467.5,165.5,174,116
3779,20.5,430.5,21,30
3779,153.5,425.5,48,26
3779,154.5,307.5,79,57
3779,223.5,278.5,34,30
3779,239.5,269.5,101,81
3780,0.5,188.5,140,116
3780,448.5,359.5,193,54
3783,4.5,43.5,32,24
3783,26.5,27.5,70,41
3785,648.5,49.5,27,22
3786,0.5,93.5,52,43
3786,53.5,104.5,28,31
3786,129.5,153.5,94,25
3788,322.5,102.5,105,55
3791,584.5,57.5,51,44
3792,518.5,144.5,60,22
3792,606.5,148.5,75,28
3793,10.5,54.5,30,24
3793,142.5,80.5,50,29
3793,187.5,74.5,32,24
3793,307.5,105.5,37,29
3793,382.5,124.5,27,27
3794,0.5,90.5,79,39
